"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","10/168","379/18670",0.0023260700206207,0.0271645265583088,0.021283211597718,"PRDX6/LSM5/POLR2E/SRSF9/C1QBP/SNRPF/U2SURP/LSM8/SNRPE/SNRPD1",10
"GO:0000398","mRNA splicing, via spliceosome","10/168","379/18670",0.0023260700206207,0.0271645265583088,0.021283211597718,"PRDX6/LSM5/POLR2E/SRSF9/C1QBP/SNRPF/U2SURP/LSM8/SNRPE/SNRPD1",10
"GO:0002260","lymphocyte homeostasis","4/168","62/18670",0.00235147472546857,0.0271645265583088,0.021283211597718,"ADA/PMAIP1/BAX/MIF",4
"GO:0002562","somatic diversification of immune receptors via germline recombination within a single locus","4/168","62/18670",0.00235147472546857,0.0271645265583088,0.021283211597718,"BATF/TFRC/HSPD1/HMGB2",4
"GO:0016444","somatic cell DNA recombination","4/168","62/18670",0.00235147472546857,0.0271645265583088,0.021283211597718,"BATF/TFRC/HSPD1/HMGB2",4
"GO:1902686","mitochondrial outer membrane permeabilization involved in programmed cell death","4/168","62/18670",0.00235147472546857,0.0271645265583088,0.021283211597718,"BID/PMAIP1/TFDP1/BAX",4
"GO:1902806","regulation of cell cycle G1/S phase transition","7/168","202/18670",0.00238628805399658,0.0274341994730299,0.0214944983909504,"CDK4/BID/MDM2/TFDP1/SEPTIN7/PCNA/BAX",7
"GO:1902106","negative regulation of leukocyte differentiation","5/168","103/18670",0.00239315710643743,0.0274341994730299,0.0214944983909504,"DTX1/MDK/NME1/NME2/CCL3",5
"GO:0001782","B cell homeostasis","3/168","30/18670",0.0024306250446211,0.0276518256026856,0.0216650069016257,"ADA/BAX/MIF",3
"GO:0090022","regulation of neutrophil chemotaxis","3/168","30/18670",0.0024306250446211,0.0276518256026856,0.0216650069016257,"MDK/C1QBP/RAC1",3
"GO:0000375","RNA splicing, via transesterification reactions","10/168","382/18670",0.00246227013703641,0.027905728219746,0.0218639377798249,"PRDX6/LSM5/POLR2E/SRSF9/C1QBP/SNRPF/U2SURP/LSM8/SNRPE/SNRPD1",10
"GO:0031571","mitotic G1 DNA damage checkpoint","4/168","63/18670",0.00249351957852377,0.0279707559998634,0.0219148865788403,"MDM2/TFDP1/PCNA/BAX",4
"GO:0044819","mitotic G1/S transition checkpoint","4/168","63/18670",0.00249351957852377,0.0279707559998634,0.0219148865788403,"MDM2/TFDP1/PCNA/BAX",4
"GO:0030593","neutrophil chemotaxis","5/168","104/18670",0.00249605342645839,0.0279707559998634,0.0219148865788403,"LGALS3/MDK/C1QBP/RAC1/CCL3",5
"GO:0002573","myeloid leukocyte differentiation","7/168","204/18670",0.00252153833817294,0.0281509056261696,0.0220560325181113,"BATF/TFRC/TESC/NME1/NME2/IRF4/CCL3",7
"GO:0035794","positive regulation of mitochondrial membrane permeability","4/168","64/18670",0.00264135210854697,0.0292700944769353,0.0229329089502304,"BID/PMAIP1/TFDP1/BAX",4
"GO:0044783","G1 DNA damage checkpoint","4/168","64/18670",0.00264135210854697,0.0292700944769353,0.0229329089502304,"MDM2/TFDP1/PCNA/BAX",4
"GO:0009394","2'-deoxyribonucleotide metabolic process","3/168","31/18670",0.00267340766995461,0.0295159990719712,0.0231255734355755,"ADA/TYMS/DUT",3
"GO:1903829","positive regulation of cellular protein localization","9/168","324/18670",0.00271618256350651,0.029869697524857,0.0234026936349059,"CCDC88A/LGALS3/BID/PMAIP1/MDM2/TFDP1/RAN/PDCD5/CCT2",9
"GO:0006090","pyruvate metabolic process","6/168","154/18670",0.00272553624986029,0.029869697524857,0.0234026936349059,"GAPDH/LDHB/PKM/TPI1/ENO1/PGAM1",6
"GO:0006733","oxidoreduction coenzyme metabolic process","7/168","207/18670",0.00273539342306511,0.029869697524857,0.0234026936349059,"GAPDH/LDHB/PKM/MDH2/TPI1/ENO1/PGAM1",7
"GO:0050670","regulation of lymphocyte proliferation","7/168","208/18670",0.00280968862859609,0.0305694122791255,0.023950915122999,"ADA/EBI3/AHR/LGALS3/TFRC/MZB1/MIF",7
"GO:0032944","regulation of mononuclear cell proliferation","7/168","209/18670",0.00288552347795107,0.0312807472682232,0.024508240981682,"ADA/EBI3/AHR/LGALS3/TFRC/MZB1/MIF",7
"GO:0046039","GTP metabolic process","3/168","32/18670",0.00293063649278393,0.0315704092931351,0.0247351890992865,"NME1/RAN/NME2",3
"GO:0072331","signal transduction by p53 class mediator","8/168","267/18670",0.00293334685277124,0.0315704092931351,0.0247351890992865,"BATF/PMAIP1/MDM2/TFDP1/RPA3/PCNA/BAX/MIF",8
"GO:1902108","regulation of mitochondrial membrane permeability involved in apoptotic process","4/168","66/18670",0.00295484190906225,0.0315745963996938,0.0247384696672242,"BID/PMAIP1/TFDP1/BAX",4
"GO:1905710","positive regulation of membrane permeability","4/168","66/18670",0.00295484190906225,0.0315745963996938,0.0247384696672242,"BID/PMAIP1/TFDP1/BAX",4
"GO:0042742","defense response to bacterium","9/168","330/18670",0.00306780481933332,0.0325999084732299,0.0255417943181406,"IGHA2/IGLC3/IGLC1/IGLC2/IGKC/IGHV5-51/IGHV3-49/GRN/HMGB2",9
"GO:0070482","response to oxygen levels","10/168","394/18670",0.00307258495636725,0.0325999084732299,0.0255417943181406,"ADA/CDK4/CAV1/PMAIP1/MDM2/CHCHD2/PKM/ADM/ENO1/HSP90B1",10
"GO:0014072","response to isoquinoline alkaloid","3/168","33/18670",0.0032025848731753,0.0336215225983877,0.026342221653043,"ADA/GOT2/MDM2",3
"GO:0019692","deoxyribose phosphate metabolic process","3/168","33/18670",0.0032025848731753,0.0336215225983877,0.026342221653043,"ADA/TYMS/DUT",3
"GO:0043278","response to morphine","3/168","33/18670",0.0032025848731753,0.0336215225983877,0.026342221653043,"ADA/GOT2/MDM2",3
"GO:0051604","protein maturation","10/168","397/18670",0.00324261927499378,0.0339227862614734,0.0265782595708913,"IGLC3/IGLC1/IGLC2/IGKC/TESC/MDM2/HSPD1/C1QBP/SEC11C/ENO1",10
"GO:0001819","positive regulation of cytokine production","11/168","464/18670",0.00325814934070776,0.0339664906877966,0.0266125016752473,"EBI3/MDK/GAPDH/HSPD1/POLR2E/C1QBP/IRF4/MIF/HSPB1/CCL3/HMGB2",11
"GO:0002292","T cell differentiation involved in immune response","4/168","68/18670",0.00329285873066223,0.0340907727409737,0.0267098757719351,"BATF/SEMA4A/NFKBIZ/IRF4",4
"GO:0050918","positive chemotaxis","4/168","68/18670",0.00329285873066223,0.0340907727409737,0.0267098757719351,"LGALS3/MIF/CCL3/HMGB2",4
"GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","7/168","215/18670",0.00337403988992581,0.0348107839677863,0.0272739994005981,"BEX3/BID/PMAIP1/MDM2/HSPD1/PDCD5/BAX",7
"GO:0006228","UTP biosynthetic process","2/168","10/18670",0.00345435052938298,0.0351544788568499,0.0275432818794697,"NME1/NME2",2
"GO:0009157","deoxyribonucleoside monophosphate biosynthetic process","2/168","10/18670",0.00345435052938298,0.0351544788568499,0.0275432818794697,"TYMS/DUT",2
"GO:0032464","positive regulation of protein homooligomerization","2/168","10/18670",0.00345435052938298,0.0351544788568499,0.0275432818794697,"BIK/BID",2
"GO:1903332","regulation of protein folding","2/168","10/18670",0.00345435052938298,0.0351544788568499,0.0275432818794697,"PDCD5/GRN",2
"GO:0070227","lymphocyte apoptotic process","4/168","69/18670",0.0034713465221287,0.0352076908278274,0.0275849730768265,"ADA/LGALS3/BAX/MIF",4
"GO:0043516","regulation of DNA damage response, signal transduction by p53 class mediator","3/168","34/18670",0.00348951532184132,0.0352723981180717,0.0276356707743265,"PMAIP1/MDM2/MIF",3
"GO:0008380","RNA splicing","11/168","469/18670",0.00353264862193053,0.0355881638950038,0.0278830709942913,"LGALS3/PRDX6/LSM5/POLR2E/SRSF9/C1QBP/SNRPF/U2SURP/LSM8/SNRPE/SNRPD1",11
"GO:0050920","regulation of chemotaxis","7/168","217/18670",0.00355015187600241,0.0356444778959706,0.0279271926098812,"SEMA4A/MDK/C1QBP/RAC1/MIF/HSPB1/CCL3",7
"GO:0022407","regulation of cell-cell adhesion","10/168","403/18670",0.00360518859387175,0.0360760009125896,0.0282652877963471,"DTX1/ADA/EBI3/LGALS3/TFRC/CAV1/MDK/HSPD1/RAC1/NFKBIZ",10
"GO:0002688","regulation of leukocyte chemotaxis","5/168","114/18670",0.00370902112389661,0.0369857348917612,0.0289780578398368,"MDK/C1QBP/RAC1/MIF/CCL3",5
"GO:0043900","regulation of multi-organism process","10/168","405/18670",0.00373295967676353,0.0369857348917612,0.0289780578398368,"ADA/MDFIC/CAV1/GAPDH/PPIA/POLR2E/C1QBP/GRN/MIF/CCL3",10
"GO:0007584","response to nutrient","7/168","219/18670",0.00373318580792509,0.0369857348917612,0.0289780578398368,"ADA/TYMS/PIM1/MDM2/PKM/PCNA/HSP90B1",7
"GO:0042455","ribonucleoside biosynthetic process","3/168","35/18670",0.00379167971265169,0.0374412729381315,0.0293349686297561,"ADA/NME1/NME2",3
"GO:0031497","chromatin assembly","6/168","165/18670",0.00382961749011224,0.0376440414195643,0.0294938362796825,"HMGA1/CENPU/MCM2/NAP1L1/SET/HMGB2",6
"GO:0006096","glycolytic process","5/168","115/18670",0.00384995878154635,0.0376440414195643,0.0294938362796825,"GAPDH/PKM/TPI1/ENO1/PGAM1",5
"GO:0030449","regulation of complement activation","5/168","115/18670",0.00384995878154635,0.0376440414195643,0.0294938362796825,"IGLC3/IGLC1/IGLC2/IGKC/C1QBP",5
"GO:0006757","ATP generation from ADP","5/168","116/18670",0.00399469256348114,0.0388055849023882,0.0304038972620386,"GAPDH/PKM/TPI1/ENO1/PGAM1",5
"GO:2000257","regulation of protein activation cascade","5/168","116/18670",0.00399469256348114,0.0388055849023882,0.0304038972620386,"IGLC3/IGLC1/IGLC2/IGKC/C1QBP",5
"GO:0070663","regulation of leukocyte proliferation","7/168","222/18670",0.00402109395209301,0.0389356411154119,0.0305057953715249,"ADA/EBI3/AHR/LGALS3/TFRC/MZB1/MIF",7
"GO:1903747","regulation of establishment of protein localization to mitochondrion","4/168","72/18670",0.00404605569632897,0.0389559788951625,0.0305217298759946,"BID/PMAIP1/TFDP1/PDCD5",4
"GO:0009112","nucleobase metabolic process","3/168","36/18670",0.00410931949188653,0.0389559788951625,0.0305217298759946,"ADA/TYMS/PAICS",3
"GO:1902622","regulation of neutrophil migration","3/168","36/18670",0.00410931949188653,0.0389559788951625,0.0305217298759946,"MDK/C1QBP/RAC1",3
"GO:0051169","nuclear transport","9/168","346/18670",0.00418318512288338,0.0389559788951625,0.0305217298759946,"MDFIC/HMGA1/TXN/MDM2/RAN/SRSF9/SNRPF/SNRPE/SNRPD1",9
"GO:0000727","double-strand break repair via break-induced replication","2/168","11/18670",0.00419709738594265,0.0389559788951625,0.0305217298759946,"MCM2/MCM7",2
"GO:0006183","GTP biosynthetic process","2/168","11/18670",0.00419709738594265,0.0389559788951625,0.0305217298759946,"NME1/NME2",2
"GO:0009113","purine nucleobase biosynthetic process","2/168","11/18670",0.00419709738594265,0.0389559788951625,0.0305217298759946,"ADA/PAICS",2
"GO:0019042","viral latency","2/168","11/18670",0.00419709738594265,0.0389559788951625,0.0305217298759946,"HMGA1/PPIA",2
"GO:0032306","regulation of prostaglandin secretion","2/168","11/18670",0.00419709738594265,0.0389559788951625,0.0305217298759946,"ATP5PF/MIF",2
"GO:0046051","UTP metabolic process","2/168","11/18670",0.00419709738594265,0.0389559788951625,0.0305217298759946,"NME1/NME2",2
"GO:0097191","extrinsic apoptotic signaling pathway","7/168","224/18670",0.00422219163821868,0.0389559788951625,0.0305217298759946,"BEX3/LGALS3/BID/CAV1/PMAIP1/BAX/HMGB2",7
"GO:0002312","B cell activation involved in immune response","4/168","73/18670",0.00425107009111245,0.0389559788951625,0.0305217298759946,"ADA/BATF/TFRC/HSPD1",4
"GO:0006283","transcription-coupled nucleotide-excision repair","4/168","73/18670",0.00425107009111245,0.0389559788951625,0.0305217298759946,"POLD2/POLR2E/RPA3/PCNA",4
"GO:0046128","purine ribonucleoside metabolic process","4/168","73/18670",0.00425107009111245,0.0389559788951625,0.0305217298759946,"ADA/NME1/RAN/NME2",4
"GO:0072401","signal transduction involved in DNA integrity checkpoint","4/168","73/18670",0.00425107009111245,0.0389559788951625,0.0305217298759946,"MDM2/TFDP1/PCNA/BAX",4
"GO:0072422","signal transduction involved in DNA damage checkpoint","4/168","73/18670",0.00425107009111245,0.0389559788951625,0.0305217298759946,"MDM2/TFDP1/PCNA/BAX",4
"GO:1903524","positive regulation of blood circulation","4/168","73/18670",0.00425107009111245,0.0389559788951625,0.0305217298759946,"ADA/CAV1/ATP5PF/ADM",4
"GO:0072593","reactive oxygen species metabolic process","8/168","284/18670",0.00425755518005286,0.0389559788951625,0.0305217298759946,"CAV1/PRDX6/GCHFR/PMAIP1/DHFR/PRDX1/RAC1/HSP90AA1",8
"GO:1990266","neutrophil migration","5/168","118/18670",0.00429577245785036,0.039185826810635,0.030701814068141,"LGALS3/MDK/C1QBP/RAC1/CCL3",5
"GO:0006296","nucleotide-excision repair, DNA incision, 5'-to lesion","3/168","37/18670",0.00444266588427612,0.03974182226741,0.0311374325181262,"POLD2/RPA3/PCNA",3
"GO:0051084","'de novo' posttranslational protein folding","3/168","37/18670",0.00444266588427612,0.03974182226741,0.0311374325181262,"CCT2/DNAJB1/HSPA6",3
"GO:1900026","positive regulation of substrate adhesion-dependent cell spreading","3/168","37/18670",0.00444266588427612,0.03974182226741,0.0311374325181262,"MDK/C1QBP/RAC1",3
"GO:0042866","pyruvate biosynthetic process","5/168","119/18670",0.00445223025282008,0.03974182226741,0.0311374325181262,"GAPDH/PKM/TPI1/ENO1/PGAM1",5
"GO:0001895","retina homeostasis","4/168","74/18670",0.00446298538831877,0.03974182226741,0.0311374325181262,"IGHA2/IGKC/PRDX1/HSPB1",4
"GO:0006081","cellular aldehyde metabolic process","4/168","74/18670",0.00446298538831877,0.03974182226741,0.0311374325181262,"GOT2/GRHPR/TPI1/PGAM1",4
"GO:0043367","CD4-positive, alpha-beta T cell differentiation","4/168","74/18670",0.00446298538831877,0.03974182226741,0.0311374325181262,"BATF/SEMA4A/NFKBIZ/IRF4",4
"GO:0072395","signal transduction involved in cell cycle checkpoint","4/168","74/18670",0.00446298538831877,0.03974182226741,0.0311374325181262,"MDM2/TFDP1/PCNA/BAX",4
"GO:0001894","tissue homeostasis","7/168","227/18670",0.00453801508068903,0.0401712956418454,0.0314739218246516,"IGHA2/IGKC/TFRC/PRDX1/RAC1/BAX/HSPB1",7
"GO:0048871","multicellular organismal homeostasis","11/168","485/18670",0.00453806748895178,0.0401712956418454,0.0314739218246516,"IGHA2/IGKC/TFRC/CAV1/FABP5/STMN1/PRDX1/RAC1/IRF4/BAX/HSPB1",11
"GO:0071824","protein-DNA complex subunit organization","8/168","288/18670",0.00462730436702313,0.0408403972452307,0.0319981581287394,"HMGA1/CENPU/MCM2/MCM7/NAP1L1/SET/RPA3/HMGB2",8
"GO:0051222","positive regulation of protein transport","10/168","418/18670",0.00465365941549493,0.0409522028563554,0.0320857570226229,"MDK/GAPDH/MDM2/PHPT1/PPIA/RAN/PDCD5/RAC1/MIF/CCL3",10
"GO:0002200","somatic diversification of immune receptors","4/168","75/18670",0.0046819069829218,0.0410799580437009,0.0321858522950049,"BATF/TFRC/HSPD1/HMGB2",4
"GO:0097193","intrinsic apoptotic signaling pathway","8/168","289/18670",0.004723486882998,0.041323604543655,0.0323767475790598,"BID/CAV1/PMAIP1/MDM2/ENO1/BAX/MIF/HSPB1",8
"GO:0006298","mismatch repair","3/168","38/18670",0.00479194009587012,0.0416787347873355,0.0326549895762018,"POLD2/RPA3/PCNA",3
"GO:1905898","positive regulation of response to endoplasmic reticulum stress","3/168","38/18670",0.00479194009587012,0.0416787347873355,0.0326549895762018,"CAV1/PMAIP1/BAX",3
"GO:0042278","purine nucleoside metabolic process","4/168","76/18670",0.00490793906536603,0.0421985804467665,0.0330622849194163,"ADA/NME1/RAN/NME2",4
"GO:0045454","cell redox homeostasis","4/168","76/18670",0.00490793906536603,0.0421985804467665,0.0330622849194163,"PRDX6/TXN/PRDX1/PDIA2",4
"GO:0046902","regulation of mitochondrial membrane permeability","4/168","76/18670",0.00490793906536603,0.0421985804467665,0.0330622849194163,"BID/PMAIP1/TFDP1/BAX",4
"GO:1905477","positive regulation of protein localization to membrane","5/168","122/18670",0.00494594219960822,0.0421985804467665,0.0330622849194163,"LGALS3/BID/PMAIP1/TFDP1/PDCD5",5
"GO:0002903","negative regulation of B cell apoptotic process","2/168","12/18670",0.00500685028696594,0.0421985804467665,0.0330622849194163,"ADA/MIF",2
"GO:0009265","2'-deoxyribonucleotide biosynthetic process","2/168","12/18670",0.00500685028696594,0.0421985804467665,0.0330622849194163,"TYMS/DUT",2
"GO:0009886","post-embryonic animal morphogenesis","2/168","12/18670",0.00500685028696594,0.0421985804467665,0.0330622849194163,"MYO7A/BAX",2
"GO:0045472","response to ether","2/168","12/18670",0.00500685028696594,0.0421985804467665,0.0330622849194163,"CDK4/MDM2",2
"GO:0046385","deoxyribose phosphate biosynthetic process","2/168","12/18670",0.00500685028696594,0.0421985804467665,0.0330622849194163,"TYMS/DUT",2
"GO:0051095","regulation of helicase activity","2/168","12/18670",0.00500685028696594,0.0421985804467665,0.0330622849194163,"MCM2/SSBP1",2
"GO:0072540","T-helper 17 cell lineage commitment","2/168","12/18670",0.00500685028696594,0.0421985804467665,0.0330622849194163,"BATF/IRF4",2
"GO:0006310","DNA recombination","8/168","292/18670",0.0050212745423162,0.042201273681489,0.033064395049492,"BATF/TFRC/SEM1/MCM2/MCM7/HSPD1/RPA3/HMGB2",8
"GO:0009116","nucleoside metabolic process","5/168","123/18670",0.00511881009648255,0.0425090956287242,0.0333055713359023,"ADA/NME1/ERH/RAN/NME2",5
"GO:0071621","granulocyte chemotaxis","5/168","123/18670",0.00511881009648255,0.0425090956287242,0.0333055713359023,"LGALS3/MDK/C1QBP/RAC1/CCL3",5
"GO:0006809","nitric oxide biosynthetic process","4/168","77/18670",0.00514118459400023,0.0425090956287242,0.0333055713359023,"CAV1/GCHFR/RAC1/HSP90AA1",4
"GO:0033683","nucleotide-excision repair, DNA incision","3/168","39/18670",0.00515735351377904,0.0425090956287242,0.0333055713359023,"POLD2/RPA3/PCNA",3
"GO:0042769","DNA damage response, detection of DNA damage","3/168","39/18670",0.00515735351377904,0.0425090956287242,0.0333055713359023,"POLD2/RPA3/PCNA",3
"GO:0050856","regulation of T cell receptor signaling pathway","3/168","39/18670",0.00515735351377904,0.0425090956287242,0.0333055713359023,"ADA/LGALS3/PHPT1",3
"GO:1905521","regulation of macrophage migration","3/168","39/18670",0.00515735351377904,0.0425090956287242,0.0333055713359023,"MDK/MIF/CCL3",3
"GO:0051897","positive regulation of protein kinase B signaling","6/168","176/18670",0.00523537541311534,0.0430336352638492,0.0337165443753842,"GAB1/TXN/C1QBP/RAC1/HSP90AA1/CCL3",6
"GO:0001666","response to hypoxia","9/168","359/18670",0.00530443201833005,0.0434818098598453,0.0340676859547831,"ADA/CAV1/PMAIP1/MDM2/CHCHD2/PKM/ADM/ENO1/HSP90B1",9
"GO:0072332","intrinsic apoptotic signaling pathway by p53 class mediator","4/168","78/18670",0.00538174526870518,0.0439950323605626,0.03446979210068,"PMAIP1/MDM2/BAX/MIF",4
"GO:0010948","negative regulation of cell cycle process","9/168","361/18670",0.00549583938916786,0.0448053173089652,0.0351046445423112,"CDK4/MDM2/TFDP1/ATF5/SEPTIN7/PCNA/BAX/MIF/RRM2",9
"GO:0010950","positive regulation of endopeptidase activity","6/168","178/18670",0.00552684601333574,0.0449133085237601,0.0351892548840465,"BEX3/BID/PMAIP1/HSPD1/PDCD5/BAX",6
"GO:0045823","positive regulation of heart contraction","3/168","40/18670",0.00553910790283004,0.0449133085237601,0.0351892548840465,"ADA/ATP5PF/ADM",3
"GO:0048771","tissue remodeling","6/168","179/18670",0.00567695532674986,0.0459066225341502,0.0359675092821392,"TFRC/CAV1/MDK/MDM2/RAC1/BAX",6
"GO:0009143","nucleoside triphosphate catabolic process","2/168","13/18670",0.00588235778435275,0.0471850254444596,0.0369691287872261,"ADA/DUT",2
"GO:0009162","deoxyribonucleoside monophosphate metabolic process","2/168","13/18670",0.00588235778435275,0.0471850254444596,0.0369691287872261,"TYMS/DUT",2
"GO:0090594","inflammatory response to wounding","2/168","13/18670",0.00588235778435275,0.0471850254444596,0.0369691287872261,"MDK/GRN",2
"GO:0030890","positive regulation of B cell proliferation","3/168","41/18670",0.00593739559917869,0.0474991647934295,0.0372152547125554,"ADA/TFRC/MIF",3
"GO:2000116","regulation of cysteine-type endopeptidase activity","7/168","239/18670",0.00598273713145166,0.0477342653261423,0.0373994542926115,"BEX3/BID/PMAIP1/MDM2/HSPD1/PDCD5/BAX",7
"GO:0002687","positive regulation of leukocyte migration","5/168","128/18670",0.00604784695371768,0.0481254204402215,0.0377059215171592,"LGALS3/MDK/C1QBP/RAC1/CCL3",5
"GO:0030217","T cell differentiation","7/168","240/18670",0.00611700816484864,0.0484098967972119,0.0379288067011648,"DTX1/ADA/BATF/SEMA4A/MDK/NFKBIZ/IRF4",7
"GO:0034599","cellular response to oxidative stress","8/168","302/18670",0.00611882575822112,0.0484098967972119,0.0379288067011648,"PRDX6/TXN/MDM2/DHFR/PRDX1/NME2/PCNA/HSPB1",8
"GO:0010821","regulation of mitochondrion organization","6/168","182/18670",0.00614518035534889,0.0484098967972119,0.0379288067011648,"BIK/BID/PMAIP1/TFDP1/PDCD5/BAX",6
"GO:0110110","positive regulation of animal organ morphogenesis","4/168","81/18670",0.00614831576969937,0.0484098967972119,0.0379288067011648,"MDK/PIM1/BASP1/BAX",4
"GO:0035690","cellular response to drug","9/168","369/18670",0.00631555875893647,0.049596198967816,0.0388582659377028,"AHR/RGS10/TFRC/CDK4/NME1/TXN/MDM2/PCNA/HSP90B1",9
"GO:0006284","base-excision repair","3/168","42/18670",0.00635239970091784,0.0497549212176602,0.0389826236813007,"HMGA1/RPA3/PCNA",3
"GO:0046209","nitric oxide metabolic process","4/168","82/18670",0.0064191279997677,0.0499260604999235,0.0391167100806817,"CAV1/GCHFR/RAC1/HSP90AA1",4
"GO:0071158","positive regulation of cell cycle arrest","4/168","82/18670",0.0064191279997677,0.0499260604999235,0.0391167100806817,"MDM2/TFDP1/PCNA/BAX",4
"GO:0036293","response to decreased oxygen levels","9/168","370/18670",0.00642430925550486,0.0499260604999235,0.0391167100806817,"ADA/CAV1/PMAIP1/MDM2/CHCHD2/PKM/ADM/ENO1/HSP90B1",9
